ticker,date,eps_estimate,eps_reported
NVDA,2017-11-09,0.03,0.03
NVDA,2018-02-08,0.03,0.04
NVDA,2018-05-10,0.04,0.05
NVDA,2018-08-16,0.05,0.05
NVDA,2018-11-15,0.05,0.05
NVDA,2019-02-14,0.02,0.02
NVDA,2019-05-16,0.02,0.02
NVDA,2019-08-15,0.03,0.03
NVDA,2019-11-14,0.04,0.04
NVDA,2020-02-13,0.04,0.05
NVDA,2020-05-21,0.04,0.05
NVDA,2020-08-19,0.05,0.05
NVDA,2020-11-18,0.06,0.07
NVDA,2021-02-24,0.07,0.08
NVDA,2021-05-26,0.08,0.09
NVDA,2021-08-18,0.08,0.09
NVDA,2021-11-17,0.09,0.1
NVDA,2022-02-16,0.12,0.13
NVDA,2022-05-25,0.13,0.14
NVDA,2022-08-24,0.05,0.05
NVDA,2022-11-16,0.07,0.06
NVDA,2023-02-22,0.08,0.09
NVDA,2023-05-24,0.09,0.11
NVDA,2023-08-23,0.21,0.27
NVDA,2023-11-21,0.34,0.4
NVDA,2024-02-21,0.46,0.52
NVDA,2024-05-22,0.52,0.6
NVDA,2024-08-28,0.64,0.68
NVDA,2024-11-20,0.75,0.81
NVDA,2025-02-26,0.85,0.89
NVDA,2025-05-28,0.75,0.81
NVDA,2025-08-27,1.01,1.05
NVDA,2025-11-19,1.26,1.3
NVDA,2026-02-25,1.54,1.62
NVDA,2026-05-20,1.78,
PFE,2001-10-17,0.33,0.34
PFE,2002-01-23,0.34,0.34
PFE,2002-04-17,0.39,0.39
PFE,2002-07-15,0.32,0.33
PFE,2002-10-16,0.38,0.39
PFE,2003-01-22,0.47,0.48
PFE,2003-04-22,0.44,0.45
PFE,2003-07-25,0.29,0.3
PFE,2003-10-22,0.44,0.47
PFE,2004-01-22,0.51,0.53
PFE,2004-04-20,0.51,0.52
PFE,2004-07-21,0.46,0.47
PFE,2004-10-20,0.54,0.55
PFE,2005-01-19,0.59,0.58
PFE,2005-04-19,0.53,0.54
PFE,2005-07-20,0.44,0.46
PFE,2005-10-20,0.48,0.51
PFE,2006-01-19,0.42,0.51
PFE,2006-04-19,0.53,0.61
PFE,2006-07-20,0.48,0.52
PFE,2006-10-19,0.45,0.54
PFE,2007-01-22,0.42,0.43
PFE,2007-04-20,0.57,0.68
PFE,2007-07-18,0.5,0.42
PFE,2007-10-18,0.52,0.58
PFE,2008-01-23,0.47,0.52
PFE,2008-04-17,0.65,0.61
PFE,2008-07-23,0.54,0.55
PFE,2008-10-21,0.6,0.62
PFE,2009-01-26,0.6,0.64
PFE,2009-04-28,0.49,0.54
PFE,2009-07-22,0.46,0.48
PFE,2009-10-20,0.48,0.51
PFE,2010-02-03,0.51,0.49
PFE,2010-05-04,0.24,0.25
PFE,2010-08-03,0.52,0.62
PFE,2010-11-02,0.51,0.54
PFE,2011-02-01,0.46,0.47
PFE,2011-05-03,0.58,0.6
PFE,2011-08-02,0.59,0.6
PFE,2011-11-01,0.56,0.62
PFE,2012-01-31,0.47,0.5
PFE,2012-05-01,0.57,0.58
PFE,2012-07-31,0.55,0.62
PFE,2012-11-01,0.52,0.53
PFE,2013-01-29,0.44,0.47
PFE,2013-04-30,0.55,0.54
PFE,2013-07-30,0.55,0.56
PFE,2013-10-29,0.56,0.58
PFE,2014-01-28,0.53,0.56
PFE,2014-05-05,0.55,0.57
PFE,2014-07-29,0.57,0.58
PFE,2014-10-28,0.55,0.57
PFE,2015-01-27,0.53,0.54
PFE,2015-04-28,0.49,0.51
PFE,2015-07-28,0.52,0.56
PFE,2015-10-27,0.51,0.6
PFE,2016-02-02,0.52,0.53
PFE,2016-05-03,0.55,0.67
PFE,2016-08-02,0.62,0.64
PFE,2016-11-01,0.62,0.61
PFE,2017-01-31,0.51,0.47
PFE,2017-05-02,0.67,0.69
PFE,2017-08-01,0.66,0.67
PFE,2017-10-31,0.65,0.67
PFE,2018-01-30,0.56,0.62
PFE,2018-05-01,0.74,0.77
PFE,2018-07-31,0.74,0.81
PFE,2018-10-30,0.75,0.78
PFE,2019-01-29,0.63,0.64
PFE,2019-04-30,0.75,0.85
PFE,2019-07-29,0.75,0.8
PFE,2019-10-29,0.62,0.75
PFE,2020-01-28,0.58,0.55
PFE,2020-04-28,0.73,0.8
PFE,2020-07-28,0.66,0.78
PFE,2020-10-27,0.71,0.72
PFE,2021-02-02,0.46,0.42
PFE,2021-05-04,0.78,0.93
PFE,2021-07-28,0.98,1.07
PFE,2021-11-02,1.09,1.34
PFE,2022-02-08,0.87,1.08
PFE,2022-05-03,1.57,1.62
PFE,2022-07-28,1.78,2.04
PFE,2022-11-01,1.4,1.78
PFE,2023-01-31,1.04,1.14
PFE,2023-05-02,0.99,1.23
PFE,2023-08-01,0.58,0.67
PFE,2023-10-31,-0.34,-0.17
PFE,2024-01-30,-0.18,0.1
PFE,2024-05-01,0.34,0.55
PFE,2024-07-30,0.46,0.6
PFE,2024-10-29,0.61,1.06
PFE,2025-02-04,0.46,0.63
PFE,2025-04-29,0.67,0.92
PFE,2025-08-05,0.57,0.78
PFE,2025-11-04,0.63,0.87
PFE,2026-02-03,0.57,0.66
PFE,2026-05-05,0.72,0.75
PFE,2026-07-29,0.68,
QCOM,2001-11-06,0.13,0.12
QCOM,2002-01-24,0.11,0.12
QCOM,2002-04-24,0.1,0.1
QCOM,2002-07-25,0.11,0.12
QCOM,2002-11-07,0.14,0.16
QCOM,2003-01-22,0.19,0.21
QCOM,2003-04-23,0.18,0.19
QCOM,2003-07-23,0.15,0.17
QCOM,2003-11-05,0.15,0.14
QCOM,2004-01-21,0.24,0.26
QCOM,2004-04-21,0.25,0.27
QCOM,2004-07-21,0.26,0.28
QCOM,2004-11-03,0.28,0.29
QCOM,2005-01-19,0.27,0.28
QCOM,2005-04-20,0.27,0.29
QCOM,2005-07-20,0.25,0.28
QCOM,2005-11-02,0.33,0.32
QCOM,2006-01-25,0.38,0.39
QCOM,2006-04-19,0.4,0.41
QCOM,2006-07-19,0.41,0.42
QCOM,2006-11-02,0.41,0.42
QCOM,2007-01-24,0.42,0.43
QCOM,2007-04-25,0.48,0.5
QCOM,2007-07-25,0.51,0.55
QCOM,2007-11-08,0.53,0.54
QCOM,2008-01-23,0.53,0.52
QCOM,2008-04-23,0.52,0.54
QCOM,2008-07-23,0.55,0.55
QCOM,2008-11-06,0.6,0.63
QCOM,2009-01-28,0.47,0.31
QCOM,2009-04-27,0.39,0.42
QCOM,2009-07-22,0.51,0.54
QCOM,2009-11-04,0.52,0.64
QCOM,2010-01-27,0.56,0.62
QCOM,2010-04-21,0.56,0.59
QCOM,2010-07-21,0.53,0.57
QCOM,2010-11-03,0.58,0.68
QCOM,2011-01-26,0.72,0.82
QCOM,2011-04-20,0.8,0.86
QCOM,2011-07-20,0.71,0.73
QCOM,2011-11-02,0.78,0.8
QCOM,2012-02-01,0.9,0.97
QCOM,2012-04-18,0.96,1.01
QCOM,2012-07-18,0.86,0.85
QCOM,2012-11-07,0.82,0.89
QCOM,2013-01-30,1.12,1.26
QCOM,2013-04-24,1.17,1.17
QCOM,2013-07-24,1.03,1.03
QCOM,2013-11-06,1.08,1.05
QCOM,2014-01-29,1.19,1.01
QCOM,2014-04-23,1.22,1.31
QCOM,2014-07-23,1.21,1.44
QCOM,2014-11-05,1.31,1.26
QCOM,2015-01-28,1.25,1.34
QCOM,2015-04-22,1.33,1.4
QCOM,2015-07-22,0.95,0.99
QCOM,2015-11-04,0.86,0.91
QCOM,2016-01-27,0.91,0.97
QCOM,2016-04-20,0.96,1.04
QCOM,2016-07-20,0.97,1.16
QCOM,2016-11-02,1.11,1.28
QCOM,2017-01-25,1.18,1.19
QCOM,2017-04-19,1.2,1.34
QCOM,2017-07-19,0.81,0.83
QCOM,2017-11-01,0.81,0.92
QCOM,2018-01-31,0.91,0.98
QCOM,2018-04-25,0.7,0.8
QCOM,2018-07-25,0.71,0.75
QCOM,2018-11-07,0.83,0.9
QCOM,2019-01-30,1.09,1.2
QCOM,2019-05-01,0.71,0.77
QCOM,2019-07-31,0.77,0.8
QCOM,2019-11-06,0.71,0.78
QCOM,2020-02-05,0.85,0.99
QCOM,2020-04-29,0.8,0.88
QCOM,2020-07-29,0.71,0.86
QCOM,2020-11-04,1.18,1.45
QCOM,2021-02-03,2.1,2.17
QCOM,2021-04-28,1.67,1.9
QCOM,2021-07-28,1.68,1.92
QCOM,2021-11-03,2.26,2.55
QCOM,2022-02-02,3.0,3.23
QCOM,2022-04-27,2.92,3.21
QCOM,2022-07-27,2.87,2.96
QCOM,2022-11-02,3.13,3.13
QCOM,2023-02-02,2.35,2.37
QCOM,2023-05-03,2.16,2.15
QCOM,2023-08-02,1.81,1.87
QCOM,2023-11-01,1.91,2.02
QCOM,2024-01-31,2.37,2.75
QCOM,2024-05-01,2.32,2.44
QCOM,2024-07-31,2.26,2.33
QCOM,2024-11-06,2.57,2.69
QCOM,2025-02-05,2.99,3.41
QCOM,2025-04-30,2.82,2.85
QCOM,2025-07-30,2.27,2.43
QCOM,2025-11-05,2.88,3.0
QCOM,2026-02-04,2.75,2.78
QCOM,2026-04-29,2.56,2.65
QCOM,2026-07-29,2.23,
TXN,2001-10-17,-0.04,-0.03
TXN,2002-01-28,-0.09,-0.06
TXN,2002-04-15,,0.01
TXN,2002-07-22,0.06,0.06
TXN,2002-10-21,0.1,0.09
TXN,2003-01-22,0.03,0.06
TXN,2003-04-15,0.06,0.07
TXN,2003-07-21,0.06,0.07
TXN,2003-10-20,0.1,0.12
TXN,2004-01-26,0.19,0.2
TXN,2004-04-14,0.21,0.21
TXN,2004-07-20,0.25,0.25
TXN,2004-10-18,0.28,0.32
TXN,2005-01-25,0.26,0.26
TXN,2005-04-18,0.23,0.24
TXN,2005-07-25,0.29,0.32
TXN,2005-10-24,0.39,0.41
TXN,2006-01-23,0.42,0.43
TXN,2006-04-18,0.33,0.33
TXN,2006-07-24,0.47,0.47
TXN,2006-10-23,0.45,0.45
TXN,2007-01-22,0.38,0.39
TXN,2007-04-23,0.31,0.35
TXN,2007-07-23,0.42,0.42
TXN,2007-10-22,0.5,0.52
TXN,2008-01-22,0.52,0.53
TXN,2008-04-21,0.43,0.43
TXN,2008-07-21,0.46,0.44
TXN,2008-10-20,0.44,0.43
TXN,2009-01-26,0.14,0.21
TXN,2009-04-20,0.01,0.07
TXN,2009-07-20,0.18,0.2
TXN,2009-10-19,0.4,0.43
TXN,2010-01-25,0.49,0.52
TXN,2010-04-26,0.51,0.53
TXN,2010-07-19,0.62,0.64
TXN,2010-10-25,0.69,0.72
TXN,2011-01-24,0.63,0.64
TXN,2011-04-18,0.58,0.57
TXN,2011-07-25,0.53,0.61
TXN,2011-10-24,0.58,0.61
TXN,2012-01-23,0.24,0.25
TXN,2012-04-23,0.29,0.32
TXN,2012-07-23,0.4,0.44
TXN,2012-10-22,0.46,0.52
TXN,2013-01-22,0.34,0.36
TXN,2013-04-22,0.32,0.41
TXN,2013-07-22,0.44,0.42
TXN,2013-10-21,0.57,0.64
TXN,2014-01-21,0.5,0.56
TXN,2014-04-23,0.47,0.47
TXN,2014-07-21,0.59,0.62
TXN,2014-10-20,0.75,0.82
TXN,2015-01-26,0.69,0.76
TXN,2015-04-22,0.67,0.67
TXN,2015-07-22,0.7,0.72
TXN,2015-10-21,0.72,0.83
TXN,2016-01-27,0.75,0.82
TXN,2016-04-27,0.66,0.71
TXN,2016-07-25,0.77,0.82
TXN,2016-10-26,0.91,1.01
TXN,2017-01-24,0.86,0.93
TXN,2017-04-25,0.85,0.96
TXN,2017-07-25,0.99,1.1
TXN,2017-10-24,1.17,1.31
TXN,2018-01-23,1.12,1.11
TXN,2018-04-24,1.15,1.29
TXN,2018-07-24,1.35,1.45
TXN,2018-10-23,1.58,1.65
TXN,2019-01-23,1.24,1.27
TXN,2019-04-23,1.17,1.29
TXN,2019-07-23,1.26,1.33
TXN,2019-10-22,1.42,1.49
TXN,2020-01-22,1.02,1.12
TXN,2020-04-21,1.02,1.3
TXN,2020-07-21,0.92,1.57
TXN,2020-10-20,1.29,1.5
TXN,2021-01-26,1.33,1.8
TXN,2021-04-27,1.61,1.92
TXN,2021-07-21,1.85,2.1
TXN,2021-10-26,2.04,2.07
TXN,2022-01-25,1.96,2.33
TXN,2022-04-26,2.19,2.42
TXN,2022-07-26,2.15,2.52
TXN,2022-10-25,2.42,2.56
TXN,2023-01-24,1.98,2.13
TXN,2023-04-25,1.8,1.85
TXN,2023-07-25,1.77,1.87
TXN,2023-10-24,1.84,1.85
TXN,2024-01-23,1.49,1.46
TXN,2024-04-23,1.07,1.2
TXN,2024-07-23,1.19,1.17
TXN,2024-10-22,1.37,1.47
TXN,2025-01-23,1.23,1.3
TXN,2025-04-23,1.1,1.28
TXN,2025-07-22,1.37,1.41
TXN,2025-10-21,1.49,1.57
TXN,2026-01-27,1.28,1.31
TXN,2026-04-22,1.37,1.68
TXN,2026-07-28,1.92,
UNH,2001-10-26,0.18,0.18
UNH,2002-01-24,0.18,0.19
UNH,2002-04-18,0.21,0.23
UNH,2002-07-18,0.24,0.25
UNH,2002-10-17,0.26,0.28
UNH,2003-01-23,0.29,0.3
UNH,2003-04-16,0.31,0.32
UNH,2003-07-17,0.33,0.36
UNH,2003-10-16,0.37,0.39
UNH,2004-01-22,0.39,0.42
UNH,2004-04-15,0.43,0.44
UNH,2004-07-15,0.46,0.47
UNH,2004-10-14,0.5,0.52
UNH,2005-01-20,0.54,0.55
UNH,2005-04-14,0.56,0.58
UNH,2005-07-14,0.75,0.61
UNH,2005-10-14,0.67,0.64
UNH,2006-01-19,0.64,0.65
UNH,2006-04-18,0.65,0.68
UNH,2006-07-19,0.68,0.7
UNH,2006-10-19,0.76,0.8
UNH,2007-01-18,0.85,0.86
UNH,2007-04-19,0.71,0.74
UNH,2007-07-19,0.81,0.87
UNH,2007-10-18,0.92,0.95
UNH,2008-01-22,0.92,0.92
UNH,2008-04-22,0.8,0.78
UNH,2008-07-22,0.65,0.67
UNH,2008-10-16,0.73,0.73
UNH,2009-01-22,0.78,0.78
UNH,2009-04-21,0.67,0.81
UNH,2009-07-21,0.7,0.73
UNH,2009-10-20,0.76,0.89
UNH,2010-01-21,0.73,0.81
UNH,2010-04-20,0.69,1.03
UNH,2010-07-20,0.75,0.99
UNH,2010-10-19,0.83,1.14
UNH,2011-01-20,0.84,1.05
UNH,2011-04-21,0.89,1.22
UNH,2011-07-19,1.01,1.16
UNH,2011-10-18,1.12,1.17
UNH,2012-01-19,1.04,1.17
UNH,2012-04-19,1.18,1.31
UNH,2012-07-19,1.19,1.27
UNH,2012-10-16,1.36,1.5
UNH,2013-01-17,1.19,1.2
UNH,2013-04-18,1.15,1.16
UNH,2013-07-18,1.25,1.4
UNH,2013-10-17,1.53,1.53
UNH,2014-01-16,1.4,1.41
UNH,2014-04-17,1.08,1.1
UNH,2014-07-17,1.26,1.42
UNH,2014-10-16,1.52,1.63
UNH,2015-01-21,1.5,1.55
UNH,2015-04-16,1.34,1.46
UNH,2015-07-16,1.58,1.64
UNH,2015-10-15,1.64,1.65
UNH,2016-01-19,1.37,1.4
UNH,2016-04-19,1.72,1.81
UNH,2016-07-19,1.89,1.96
UNH,2016-10-18,2.08,2.17
UNH,2017-01-17,2.07,2.11
UNH,2017-04-18,2.17,2.37
UNH,2017-07-18,2.38,2.46
UNH,2017-10-17,2.57,2.66
UNH,2018-01-16,2.52,2.59
UNH,2018-04-17,2.91,3.04
UNH,2018-07-17,3.04,3.14
UNH,2018-10-16,3.3,3.41
UNH,2019-01-15,3.22,3.28
UNH,2019-04-16,3.6,3.73
UNH,2019-07-18,3.46,3.6
UNH,2019-10-15,3.76,3.88
UNH,2020-01-15,3.78,3.9
UNH,2020-04-15,3.65,3.72
UNH,2020-07-15,5.24,7.12
UNH,2020-10-14,3.08,3.51
UNH,2021-01-20,2.41,2.52
UNH,2021-04-15,4.38,5.31
UNH,2021-07-15,4.46,4.7
UNH,2021-10-14,4.42,4.52
UNH,2022-01-19,4.31,4.48
UNH,2022-04-14,5.35,5.49
UNH,2022-07-15,5.21,5.57
UNH,2022-10-14,5.44,5.79
UNH,2023-01-13,5.17,5.34
UNH,2023-04-14,6.08,6.26
UNH,2023-07-14,5.98,6.14
UNH,2023-10-13,6.35,6.56
UNH,2024-01-12,5.99,6.16
UNH,2024-04-16,6.62,6.91
UNH,2024-07-16,6.63,6.8
UNH,2024-10-15,6.6,6.51
UNH,2025-01-16,6.74,6.81
UNH,2025-04-17,6.93,6.85
UNH,2025-07-29,4.45,4.08
UNH,2025-10-28,2.81,2.92
UNH,2026-01-27,2.11,2.11
UNH,2026-04-21,6.6,7.23
UNH,2026-07-28,4.85,
XOM,2001-10-23,0.5,0.48
XOM,2002-01-23,0.38,0.42
XOM,2002-04-23,0.39,0.31
XOM,2002-08-01,0.45,0.39
XOM,2002-10-31,0.42,0.44
XOM,2003-01-30,0.5,0.56
XOM,2003-05-01,0.69,0.71
XOM,2003-07-31,0.56,0.62
XOM,2003-10-30,0.62,0.55
XOM,2004-01-29,0.58,0.68
XOM,2004-04-29,0.75,0.83
XOM,2004-07-29,0.88,0.88
XOM,2004-10-28,0.87,0.96
XOM,2005-01-31,1.05,1.3
XOM,2005-04-28,1.2,1.15
XOM,2005-07-28,1.22,1.23
XOM,2005-10-27,1.39,1.32
XOM,2006-01-30,1.45,1.65
XOM,2006-04-27,1.46,1.41
XOM,2006-07-27,1.64,1.72
XOM,2006-10-26,1.59,1.77
XOM,2007-02-01,1.52,1.69
XOM,2007-04-26,1.53,1.62
XOM,2007-07-26,1.96,1.83
XOM,2007-11-01,1.74,1.7
XOM,2008-02-01,1.98,2.13
XOM,2008-05-01,2.11,2.03
XOM,2008-07-31,2.53,2.27
XOM,2008-10-30,2.38,2.59
XOM,2009-01-30,1.51,1.55
XOM,2009-04-30,0.95,0.92
XOM,2009-07-30,1.02,0.84
XOM,2009-10-29,1.03,0.98
XOM,2010-02-01,1.16,1.27
XOM,2010-04-29,1.38,1.37
XOM,2010-07-29,1.46,1.6
XOM,2010-10-28,1.35,1.44
XOM,2011-01-31,1.6,1.85
XOM,2011-04-28,2.02,2.14
XOM,2011-07-28,2.33,2.18
XOM,2011-10-27,2.13,2.13
XOM,2012-01-31,1.98,1.97
XOM,2012-04-26,2.11,2.0
XOM,2012-07-26,1.96,1.8
XOM,2012-11-01,1.93,2.09
XOM,2013-02-01,2.0,2.2
XOM,2013-04-25,2.05,2.12
XOM,2013-08-01,1.9,1.55
XOM,2013-10-31,1.78,1.79
XOM,2014-01-30,1.92,1.91
XOM,2014-05-01,1.88,2.1
XOM,2014-07-31,1.86,2.05
XOM,2014-10-31,1.72,1.89
XOM,2015-02-02,1.34,1.32
XOM,2015-04-30,0.83,1.17
XOM,2015-07-31,1.11,1.06
XOM,2015-10-30,0.9,1.01
XOM,2016-02-02,0.64,0.67
XOM,2016-04-29,0.31,0.43
XOM,2016-07-29,0.64,0.41
XOM,2016-10-28,0.6,0.63
XOM,2017-01-31,0.7,0.89
XOM,2017-04-28,0.87,0.95
XOM,2017-07-28,0.85,0.78
XOM,2017-10-27,0.87,0.93
XOM,2018-02-02,1.04,1.97
XOM,2018-04-27,1.1,1.09
XOM,2018-07-27,1.27,0.92
XOM,2018-11-02,1.22,1.46
XOM,2019-02-01,1.09,1.5
XOM,2019-04-26,0.73,0.55
XOM,2019-08-02,0.71,0.61
XOM,2019-11-01,0.66,0.68
XOM,2020-01-31,1.2,1.33
XOM,2020-05-01,0.04,-0.14
XOM,2020-07-31,-0.54,-0.26
XOM,2020-10-30,-0.26,-0.15
XOM,2021-02-02,0.02,0.03
XOM,2021-04-30,0.6,0.65
XOM,2021-07-30,0.99,1.1
XOM,2021-10-29,1.52,1.58
XOM,2022-02-01,1.93,2.05
XOM,2022-04-29,2.22,2.07
XOM,2022-07-29,3.89,4.14
XOM,2022-10-28,3.82,4.45
XOM,2023-01-31,3.28,3.4
XOM,2023-04-28,2.59,2.83
XOM,2023-07-28,2.02,1.94
XOM,2023-10-27,2.36,2.27
XOM,2024-02-02,2.19,2.48
XOM,2024-04-26,2.16,2.06
XOM,2024-08-02,2.01,2.14
XOM,2024-11-01,1.88,1.92
XOM,2025-01-31,1.55,1.72
XOM,2025-05-02,1.74,1.76
XOM,2025-08-01,1.56,1.64
XOM,2025-10-31,1.79,1.76
XOM,2026-01-30,1.66,1.53
XOM,2026-05-01,0.89,1.0
XOM,2026-07-31,3.63,
