,close,vol,ret_1d,ret_2d,ret_3d,ret_5d,ret_10d,ret_20d,ret_60d,vol_std_5,vol_std_10,vol_std_20,vol_std_60,vol_chg_log,vol_ratio_20,abnormal_vol_z,rsi_14,macd_norm,macd_signal_norm,roc_10,dist_sma_20,dist_sma_50,dist_sma_200,mkt_ret_1d,mkt_ret_5d,sector_ret_1d,sector_ret_5d,roll_corr_stock_sector_60,ticker,sector,event_date,entry_date,feature_date,eps_estimate,eps_reported,eps_surprise_pct,eps_beat,y_1d,y_3d,y_1w,y_2w,y_3w,y_1m,y_3m,surprise_lag1,surprise_roll4_mean,prior_post_y_1d_mean4,prior_post_y_3d_mean4,prior_post_y_1w_mean4,prior_post_y_2w_mean4,prior_post_y_3w_mean4,prior_post_y_1m_mean4,prior_post_y_3m_mean4
0,9.710000038146973,9124700.0,-0.08482560298330188,-0.05083084333899013,-0.06634611593195516,0.012513022278388464,0.14775413644960134,0.0658617348058792,-0.4566312489013,0.06679484602377903,0.05671634403554403,0.05304488258659586,0.04685047961969203,0.6203834041279687,1.3112169858836544,0.933099906178933,44.64006128500725,-0.05850048836663764,-0.10483299625222607,14.77541364496013,0.06516016664587782,-0.2106589475597827,-0.5456106205916523,-0.039509272509901994,0.006572710583429897,-0.05026343036566505,0.026401647342984003,0.7490951185994554,AMD,Semicondutor,2001-10-17,2001-10-18,2001-10-17,-0.28,-0.28,0.0,0,-0.032631623117547304,0.016842089201274613,0.08000002409282492,0.21052631578947367,0.3052631177400287,0.4368420651084497,0.7694736279939349,,,,,,,,,
1,17.899999618530273,11634000.0,-0.06527415273629855,-0.08720045581837588,-0.06527415273629855,-0.06233632920617327,0.09212936455845866,0.005617999199770685,0.9477693618984575,0.03856787142011832,0.06775902943793412,0.053212404563466854,0.05210735262857329,0.35506765065436957,1.7153877684624592,1.309189952013104,52.43125640090325,0.05415380854925425,0.05865287654461734,9.212936455845867,0.009076034515001762,0.12836933227585057,-0.06274873487501041,-0.031247004703306436,-0.03610239641574908,-0.029581602317935718,-0.04210227213100559,0.6969200630346151,AMD,Semicondutor,2002-01-16,2002-01-17,2002-01-16,-0.18,-0.05,0.7222222182098766,1,-0.027199143635819212,-0.033564809065910306,-0.05671304459740767,-0.0856481734433282,-0.11747688692016967,-0.20370372210019827,-0.2962963330892855,0.0,0.0,-0.032631623117547304,0.016842089201274613,0.08000002409282492,0.21052631578947367,0.3052631177400287,0.4368420651084497,0.7694736279939349
2,14.81999969482422,8864000.0,0.03275256451988717,0.09777775517216458,0.12699620720449878,0.09777775517216458,0.0739130065211282,0.0020283795164686147,-0.11838190567167883,0.03289338354513949,0.028363424030092833,0.02955444924714128,0.04155779862852011,0.22249507028774823,1.9593215318693638,2.6928986898646454,56.47362283403283,-0.014658886090544804,-0.021275688724331134,7.391300652112827,0.05706132057171554,0.029180938597311055,-0.01254970055763419,0.007972894029078192,0.027316986146718625,0.01247432559664663,0.03963167338000573,0.6600604867452702,AMD,Semicondutor,2002-04-17,2002-04-18,2002-04-17,-0.06,-0.03,0.4999999916666668,1,-0.0349206762489237,-0.060317476656551294,-0.09920634620283986,-0.10000001513768719,-0.09444448397062755,-0.03174607619797021,-0.30793650769622727,0.7222222182098766,0.3611111091049383,-0.029915383376683258,-0.008361359932317847,0.011643489747708624,0.062439071173072735,0.0938931154099295,0.11656917150412571,0.23658864745232472
3,9.329999923706056,6485800.0,-0.007446776347333484,0.008648640400654717,0.025274673911517054,0.03551605845674133,0.060227241077699833,-0.0941747814627566,-0.1872822042039426,0.023443143906582427,0.04278052908380034,0.059651998572419124,0.046389147954212534,-0.14639390354109216,0.8947146612332836,-0.17834901199047173,48.46577012525779,-0.026095655553183158,-0.041082061547983675,6.022724107769984,0.042516323346493266,-0.08916962423708896,-0.2851971506829953,0.020053518580772645,0.050141096286389075,0.03107743969897503,0.14298398231823195,0.6875144036538304,AMD,Semicondutor,2002-07-17,2002-07-18,2002-07-17,-0.44,-0.54,-0.22727272675619842,0,-0.026376202851770447,-0.06536704484445544,-0.09862386550217783,-0.11353213505034077,0.02522927828182886,0.13876146801532818,-0.5997706533642227,0.4999999916666668,0.4074074032921811,-0.03158381433409674,-0.025680065507062328,-0.02530645556914087,0.008292709069486093,0.031113915616410488,0.06713075560342707,0.05508026240280739
4,3.490000009536743,6757100.0,-0.16904757904087153,-0.11195930018991584,-0.07180850574769493,-0.019662902912336522,-0.3500930942434477,-0.4852507519855379,-0.571779119890792,0.09619047424247196,0.1298652905498957,0.09437738507807124,0.06624921674312373,-0.018446270834343022,0.7691524024985408,-0.354238028631767,28.65047912963854,-0.291021074222659,-0.3035283114541773,-35.009309424344764,-0.2620004197563984,-0.5093628737038862,-0.6903173128457625,-0.06905173637883022,0.10068112426721831,-0.1108932723684809,0.11194866093191025,0.629364507075752,AMD,Semicondutor,2002-10-16,2002-10-17,2002-10-16,-0.67,-0.74,-0.1044776117843617,0,0.016166321684704332,0.22863747468798556,0.36720558443497775,0.4180138509633873,0.5750578041174945,0.4965358275404408,0.392609772761211,-0.22727272675619842,0.24873737078008626,-0.030281911463515165,-0.035601810341410606,-0.04363580805240011,-0.022163501960470622,0.02964275628276508,0.08503843370640235,-0.10863246653895015
5,7.199999809265137,10022000.0,-0.03355704783899316,-0.03095558874661719,-0.03355704783899316,0.041968157490138935,0.027104076202520755,-0.019073615859993343,0.29729721834690626,0.03877700091391978,0.03795402625397657,0.04116701387812932,0.05781688124054323,0.44477283362803266,1.201878970236045,0.38756722237042235,52.08559254711096,0.01073888930568562,0.0019879311773019397,2.7104076202520693,0.04704425910531861,0.015715350276274354,-0.15133372602285794,-0.013842655566450257,-0.011251044692390355,-0.02183865544756447,-0.019236413516872553,0.6700869225364919,AMD,Semicondutor,2003-01-16,2003-01-17,2003-01-16,-0.43,-0.68,-0.5813953474851272,0,-0.004975158999091178,-0.06301825890865032,-0.1243781051251136,-0.16252072719324717,-0.14262024935182172,-0.0746269105215499,0.37976772891167965,-0.1044776117843617,0.22261796783399584,-0.018082425262952256,0.017347036030267132,0.028165582033138098,0.02970838183300778,0.09709142787713154,0.09996187431440012,-0.20284843034713113
6,7.900000095367432,15527500.0,0.03947370980254861,0.0675675666967912,0.10489510349600328,0.1416184983047475,0.12857144219534744,0.1499272528335025,0.31666668256123853,0.011852729123503351,0.021797643080546523,0.03612052212648777,0.03692609585308401,0.4088971702607132,1.8553136170042412,2.4494624332250634,73.47796915511658,0.05179597096419016,0.04358816470847059,12.857144219534739,0.14030024105657884,0.31115980776565527,0.15709380322733998,0.01947497489872063,0.04445223391769981,0.041574384445834056,0.07678063396775525,0.5513151247339935,AMD,Semicondutor,2003-04-16,2003-04-17,2003-04-16,-0.49,-0.42,0.14285714256559767,1,0.036114566811538795,0.04358659939085974,-0.061021144136060745,-0.07845574826322599,-0.08468242228533862,-0.10211702641250398,-0.11332501589952093,-0.5813953474851272,-0.10328642358975512,-0.012526429103770248,0.00998367356958213,0.011249316901211615,0.010490243395528037,0.09080558726921853,0.13223107720906221,-0.03383241484688984
7,7.320000171661377,8983700.0,0.005494500096186128,0.016666717440995127,0.016666717440995127,0.028089928274849907,0.11926608782232262,0.11246204506618462,-0.12019225478877493,0.011679321219397833,0.024637286773711166,0.024857606515426754,0.02804448609048672,0.5267243525424018,1.099771077405216,0.17355987488700744,61.596719213969315,0.015031621302276496,0.0030802730307971345,11.926608782232261,0.07339250356963407,0.04841022388647629,0.13365342570609798,0.0020243626366727163,-0.007087346916980208,0.0033347687977660634,-0.0027775463754062812,0.7324547777259308,AMD,Semicondutor,2003-07-16,2003-07-17,2003-07-16,-0.55,-0.4,0.27272727223140497,1,-0.020632750448551618,0.0027510290204930676,-0.028885837510031154,0.004126576325592435,0.03988995359200387,0.07290236742762746,0.8789545919188892,0.14285714256559767,-0.1925721358650224,0.0052323816613453755,0.03595969258143489,0.020795617417906392,0.015876310114143338,0.09324610269054076,0.11463833965542877,0.014820458102286743
8,13.960000038146973,16023800.0,0.021961946858418013,0.02421129280523049,0.04179107728050235,0.0664629392985212,0.19418310857537602,0.09147772320434266,0.9415855253196881,0.0073736771586431415,0.013314469203689663,0.02784834463398464,0.03295576395962838,-0.00672356112495637,1.3611750219906742,1.1415903147861706,75.19919695128632,0.05126370131429194,0.04276502973228394,19.418310857537612,0.12935847226169675,0.2584285936796449,0.7998272436012757,0.009863575289299709,0.031156016355275984,0.009201181489982613,0.03527450306336477,0.6833546664074943,AMD,Semicondutor,2003-10-16,2003-10-17,2003-10-16,-0.36,-0.11,0.694444442515432,1,0.009292360011992074,-0.0021443697971407216,-0.028591824522832265,0.08649035439192598,0.21586851373638694,0.24088641132008015,0.24231590029379158,0.27272727223140497,-0.06757213611812156,0.006668244762150083,0.052989211047672014,0.03823012441594306,0.04529098795812664,0.09691127151808451,0.09817356450850359,0.38450176942306474
9,17.3799991607666,21899500.0,0.03699277586024996,0.09308173444932044,0.14342101176689814,0.10209249564164202,0.14342101176689814,0.19368122663997434,0.24498560983339313,0.037839172787478295,0.029242908727287492,0.025144471261141728,0.029697326796676454,-0.13480914395632776,1.916249245842452,1.8758542651418637,67.39175916215794,0.014554853451952229,0.0006797801697404357,14.342101176689814,0.13350285855529886,0.08084572146698615,0.59296083460702,0.006803728057456437,0.009425018718841383,-0.004201851352828134,-0.01405769817796143,0.6817973273366703,AMD,Semicondutor,2004-01-20,2004-01-21,2004-01-20,0.04,0.09,1.2499999687500007,1,-0.029559705951611615,-0.018867876997362698,-0.03773581397424397,-0.11132072619841771,-0.011949659430297577,-0.07861635408740619,0.02389943881963208,0.694444442515432,0.13215837745682688,0.004949754343972018,-0.004706250073609558,-0.06071922782350944,-0.037589886184738686,0.007113948922807617,0.03426121045341343,0.3469283013062099
